Accession,Release_Date,Species,Length,Nuc_Completeness
NC_038307,2018-08-24T00:00:00Z,Enterovirus B,7399,complete
NC_038308,2018-08-24T00:00:00Z,Enterovirus D,7367,complete
NC_038309,2018-08-24T00:00:00Z,Enterovirus H,7295,complete
NC_038310,2018-08-24T00:00:00Z,Enterovirus I,7441,complete
NC_038311,2018-08-24T00:00:00Z,Rhinovirus A,7137,complete
NC_038312,2018-08-24T00:00:00Z,Rhinovirus B,7208,complete
NC_038313,2018-08-24T00:00:00Z,Hepatovirus C,7570,complete
NC_038314,2018-08-24T00:00:00Z,Hepatovirus E,7406,complete
NC_038315,2018-08-24T00:00:00Z,Hepatovirus F,7563,complete
NC_038316,2018-08-24T00:00:00Z,Hepatovirus G,7399,complete
NC_038317,2018-08-24T00:00:00Z,Kunsagivirus A,7272,complete
NC_038318,2018-08-24T00:00:00Z,Mosavirus A,6964,complete
NC_038319,2018-08-24T00:00:00Z,Parechovirus A,7339,complete
NC_038320,2018-08-24T00:00:00Z,Carrot necrotic dieback virus,9905,complete
NC_038321,2018-08-24T00:00:00Z,Chaetoceros tenuissimus RNA virus 01,9431,complete
NC_038322,2018-08-24T00:00:00Z,Cole latent virus,1040,complete
NC_038323,2018-08-24T00:00:00Z,Helenium virus S,1389,complete
NC_038324,2018-08-24T00:00:00Z,Melon yellowing-associated virus,9073,complete
NC_038325,2018-08-24T00:00:00Z,Caucasus prunus virus,8255,complete
NC_038326,2018-08-24T00:00:00Z,Grapevine virus D,852,complete
NC_038327,2018-08-24T00:00:00Z,Bermuda grass etched-line virus,1093,complete
NC_038328,2018-08-24T00:00:00Z,Blackberry virus S,6463,complete
NC_038329,2018-08-24T00:00:00Z,Clitoria yellow vein virus,659,complete
NC_038330,2018-08-24T00:00:00Z,Desmodium yellow mottle virus,688,complete
NC_038331,2018-08-24T00:00:00Z,Bombyx mori latent virus,6532,complete
NC_038332,2018-08-24T00:00:00Z,Fowl aviadenovirus E,43810,complete
NC_038333,2018-08-24T00:00:00Z,Dolphin mastadenovirus B,29474,complete
NC_038334,2018-08-24T00:00:00Z,Porcine mastadenovirus B,2559,complete
NC_038335,2018-08-24T00:00:00Z,Nudaurelia capensis omega virus,2448,complete
NC_038336,2018-08-24T00:00:00Z,Torque teno virus 5,3229,complete
NC_038337,2018-08-24T00:00:00Z,Torque teno virus 9,3064,complete
NC_038338,2018-08-24T00:00:00Z,Torque teno virus 11,3193,complete
NC_038339,2018-08-24T00:00:00Z,Torque teno virus 13,3312,complete
NC_038340,2018-08-24T00:00:00Z,Torque teno virus 20,3234,complete
NC_038341,2018-08-24T00:00:00Z,Torque teno virus 21,3153,complete
NC_038342,2018-08-24T00:00:00Z,Torque teno virus 23,3301,complete
NC_038343,2018-08-24T00:00:00Z,Torque teno virus 24,3246,complete
NC_038344,2018-08-24T00:00:00Z,Torque teno virus 29,3676,complete
NC_038345,2018-08-24T00:00:00Z,Torque teno mini virus 10,2887,complete
NC_038346,2018-08-24T00:00:00Z,Torque teno mini virus 11,2871,complete
NC_038347,2018-08-24T00:00:00Z,Torque teno mini virus 12,2912,complete
NC_038348,2018-08-24T00:00:00Z,Torque teno tupaia virus,2199,complete
NC_038349,2018-08-24T00:00:00Z,Torque teno felis virus 2,2019,complete
NC_038350,2018-08-24T00:00:00Z,Torque teno midi virus 3,2002,complete
NC_038351,2018-08-24T00:00:00Z,Torque teno midi virus 4,2454,complete
NC_038352,2018-08-24T00:00:00Z,Torque teno midi virus 5,3208,complete
NC_038353,2018-08-24T00:00:00Z,Torque teno midi virus 6,3198,complete
NC_038354,2018-08-24T00:00:00Z,Torque teno midi virus 7,3197,complete
NC_038355,2018-08-24T00:00:00Z,Torque teno midi virus 8,3223,complete
NC_038356,2018-08-24T00:00:00Z,Torque teno midi virus 9,3187,complete
NC_038357,2018-08-24T00:00:00Z,Torque teno midi virus 10,3175,complete
NC_038358,2018-08-24T00:00:00Z,Torque teno midi virus 11,3198,complete
NC_038359,2018-08-24T00:00:00Z,Torque teno midi virus 12,3187,complete
NC_038360,2018-08-24T00:00:00Z,Torque teno midi virus 13,3230,complete
NC_038361,2018-08-24T00:00:00Z,Torque teno midi virus 14,3223,complete
NC_038362,2018-08-24T00:00:00Z,Torque teno midi virus 15,3257,complete
NC_038363,2018-08-24T00:00:00Z,Torque teno sus virus k2b,2899,complete
NC_038364,2018-08-24T00:00:00Z,Loei River mammarenavirus,3344,complete
NC_038365,2018-08-24T00:00:00Z,Loei River mammarenavirus,7184,complete
NC_038366,2018-08-24T00:00:00Z,Solwezi mammarenavirus,7149,complete
NC_038367,2018-08-24T00:00:00Z,Solwezi mammarenavirus,3410,complete
NC_038368,2018-08-24T00:00:00Z,Mamastrovirus 17,2403,complete
NC_038369,2018-08-24T00:00:00Z,Spodoptera littoralis nucleopolyhedrovirus,137998,complete
NC_038370,2018-08-24T00:00:00Z,Wiseana signata nucleopolyhedrovirus,1182,complete
NC_038371,2018-08-24T00:00:00Z,Clostera anastomosis granulovirus B,107439,complete
NC_038372,2018-08-24T00:00:00Z,Harrisina brillians granulovirus,1241,complete
NC_038373,2018-08-24T00:00:00Z,Choclo orthohantavirus,1972,complete
NC_038374,2018-08-24T00:00:00Z,Choclo orthohantavirus,3685,complete
NC_038375,2018-08-24T00:00:00Z,Trichoplusia ni granulovirus,175360,complete
NC_038376,2018-08-24T00:00:00Z,Bombyx mori bidensovirus,6024,complete
NC_038377,2018-08-24T00:00:00Z,Bombyx mori bidensovirus,6543,complete
NC_038378,2018-08-24T00:00:00Z,Cacao swollen shoot CD virus,7203,complete
NC_038379,2018-08-24T00:00:00Z,Cacao swollen shoot Togo A virus,13221,complete
NC_038380,2018-08-24T00:00:00Z,Canna yellow mottle virus,7120,complete
NC_038381,2018-08-24T00:00:00Z,Dioscorea bacilliform AL virus,7609,complete
NC_038382,2018-08-24T00:00:00Z,Sugarcane bacilliform Guadeloupe A virus,7444,complete
NC_038383,2018-08-24T00:00:00Z,Dabieshan orthohantavirus,3623,complete
NC_038384,2018-08-24T00:00:00Z,Dabieshan orthohantavirus,1725,complete
NC_038385,2018-08-24T00:00:00Z,Bat associated circovirus 1,1862,complete
NC_038386,2018-08-24T00:00:00Z,Bat associated circovirus 3,1760,complete
NC_038387,2018-08-24T00:00:00Z,Bat associated circovirus 5,2094,complete
NC_038388,2018-08-24T00:00:00Z,Bat associated circovirus 6,1880,complete
NC_038389,2018-08-24T00:00:00Z,Bat associated circovirus 7,1944,complete
NC_038390,2018-08-24T00:00:00Z,Bat associated circovirus 8,2069,complete
NC_038391,2018-08-24T00:00:00Z,Chimpanzee associated circovirus 1,1935,complete
NC_038392,2018-08-24T00:00:00Z,Human associated circovirus 1,1699,complete
NC_038393,2018-08-24T00:00:00Z,Bat associated cyclovirus 2,1771,complete
NC_038394,2018-08-24T00:00:00Z,Bat associated cyclovirus 3,1741,complete
NC_038395,2018-08-24T00:00:00Z,Bat associated cyclovirus 4,1818,complete
NC_038396,2018-08-24T00:00:00Z,Bat associated cyclovirus 6,1688,complete
NC_038397,2018-08-24T00:00:00Z,Bat associated cyclovirus 7,2379,complete
NC_038398,2018-08-24T00:00:00Z,Bat associated cyclovirus 8,1746,complete
NC_038399,2018-08-24T00:00:00Z,Bat associated cyclovirus 9,1760,complete
NC_038400,2018-08-24T00:00:00Z,Bat associated cyclovirus 11,1844,complete
NC_038401,2018-08-24T00:00:00Z,Bat associated cyclovirus 13,1809,complete
NC_038402,2018-08-24T00:00:00Z,Bat associated cyclovirus 14,1923,complete
NC_038403,2018-08-24T00:00:00Z,Bat associated cyclovirus 15,1916,complete
NC_038404,2018-08-24T00:00:00Z,Bat associated cyclovirus 16,1838,complete
NC_038405,2018-08-24T00:00:00Z,Bovine associated cyclovirus 1,1838,complete
NC_038406,2018-08-24T00:00:00Z,Chicken associated cyclovirus 1,1760,complete
NC_038407,2018-08-24T00:00:00Z,Chimpanzee associated cyclovirus 1,1750,complete
NC_038408,2018-08-24T00:00:00Z,Dragonfly associated cyclovirus 6,1761,complete
NC_038409,2018-08-24T00:00:00Z,Dragonfly associated cyclovirus 7,1757,complete
NC_038410,2018-08-24T00:00:00Z,Dragonfly associated cyclovirus 8,1764,complete
NC_038411,2018-08-24T00:00:00Z,Horse associated cyclovirus 1,1843,complete
NC_038412,2018-08-24T00:00:00Z,Human associated cyclovirus 1,1759,complete
NC_038413,2018-08-24T00:00:00Z,Human associated cyclovirus 3,1740,complete
NC_038414,2018-08-24T00:00:00Z,Human associated cyclovirus 4,1867,complete
NC_038415,2018-08-24T00:00:00Z,Human associated cyclovirus 5,1780,complete
NC_038416,2018-08-24T00:00:00Z,Human associated cyclovirus 6,1794,complete
NC_038417,2018-08-24T00:00:00Z,Human associated cyclovirus 7,1795,complete
NC_038418,2018-08-24T00:00:00Z,Human associated cyclovirus 11,1710,complete
NC_038419,2018-08-24T00:00:00Z,Carnation necrotic fleck virus,10557,complete
NC_038420,2018-08-24T00:00:00Z,Mint vein banding-associated virus,13387,complete
NC_038421,2018-08-24T00:00:00Z,Cordyline virus 1,16883,complete
NC_038422,2018-08-24T00:00:00Z,Phaseolus vulgaris alphaendornavirus 2,14817,complete
NC_038423,2018-08-24T00:00:00Z,El Moro Canyon orthohantavirus,1896,complete
NC_038424,2018-08-24T00:00:00Z,El Moro Canyon orthohantavirus,3801,complete
NC_038425,2018-08-24T00:00:00Z,Hepacivirus A,9531,complete
NC_038426,2018-08-24T00:00:00Z,Hepacivirus B,9143,complete
NC_038427,2018-08-24T00:00:00Z,Hepacivirus F,9188,complete
NC_038428,2018-08-24T00:00:00Z,Hepacivirus I,8883,complete
NC_038429,2018-08-24T00:00:00Z,Hepacivirus J,9687,complete
NC_038430,2018-08-24T00:00:00Z,Hepacivirus K,9609,complete
NC_038431,2018-08-24T00:00:00Z,Hepacivirus M,9188,complete
NC_038432,2018-08-24T00:00:00Z,Hepacivirus N,8880,complete
NC_038433,2018-08-24T00:00:00Z,Pegivirus D,10479,complete
NC_038434,2018-08-24T00:00:00Z,Pegivirus F,10465,complete
NC_038435,2018-08-24T00:00:00Z,Pegivirus G,10767,complete
NC_038436,2018-08-24T00:00:00Z,Pegivirus H,9538,complete
NC_038437,2018-08-24T00:00:00Z,Pegivirus I,9777,complete
NC_038438,2018-08-24T00:00:00Z,Abutilon golden mosaic virus,2629,complete
NC_038439,2018-08-24T00:00:00Z,Boerhavia yellow spot virus,2621,complete
NC_038440,2018-08-24T00:00:00Z,Chenopodium leaf curl virus,2626,complete
NC_038441,2018-08-24T00:00:00Z,Chilli leaf curl Kanpur virus,2754,complete
NC_038442,2018-08-24T00:00:00Z,Chilli leaf curl Vellanad virus,2788,complete
NC_038443,2018-08-24T00:00:00Z,Chino del tomate Amazonas virus,2615,complete
NC_038444,2018-08-24T00:00:00Z,Cotton leaf curl Gezira virus,2761,complete
NC_038445,2018-08-24T00:00:00Z,Cowpea golden mosaic virus-[Nigeria],2728,complete
NC_038446,2018-08-24T00:00:00Z,Fusong orthohantavirus,1873,complete
NC_038447,2018-08-24T00:00:00Z,Fusong orthohantavirus,3700,complete
NC_038448,2018-08-24T00:00:00Z,Hedyotis uncinella yellow mosaic virus,2749,complete
NC_038449,2018-08-24T00:00:00Z,Jatropha mosaic India virus,2740,complete
NC_038450,2018-08-24T00:00:00Z,Leonurus mosaic virus,2652,complete
NC_038451,2018-08-24T00:00:00Z,Ludwigia yellow vein Vietnam virus,2751,complete
NC_038452,2018-08-24T00:00:00Z,Malvastrum yellow mosaic Helshire virus,2609,complete
NC_038453,2018-08-24T00:00:00Z,Pouzolzia mosaic Guangdong virus,2739,complete
NC_038454,2018-08-24T00:00:00Z,Premna leaf curl virus,2753,complete
NC_038455,2018-08-24T00:00:00Z,Sauropus leaf curl virus,2762,complete
NC_038456,2018-08-24T00:00:00Z,Sida ciliaris golden mosaic virus,2638,complete
NC_038457,2018-08-24T00:00:00Z,Sida common mosaic virus,2687,complete
NC_038458,2018-08-24T00:00:00Z,Sida golden mosaic Braco virus,2600,complete
NC_038459,2018-08-24T00:00:00Z,Sida golden mosaic Lara virus,2633,complete
NC_038460,2018-08-24T00:00:00Z,Sida golden yellow vein virus,2603,complete
NC_038461,2018-08-24T00:00:00Z,Sida yellow leaf curl virus,2664,complete
NC_038462,2018-08-24T00:00:00Z,Sidastrum golden leaf spot virus,2666,complete
NC_038463,2018-08-24T00:00:00Z,Soybean blistering mosaic virus,2605,complete
NC_038464,2018-08-24T00:00:00Z,Sweet potato leaf curl China virus,2771,complete
NC_038465,2018-08-24T00:00:00Z,Sweet potato leaf curl Sichuan virus 1,2764,complete
NC_038466,2018-08-24T00:00:00Z,Sweet potato mosaic virus,2803,complete
NC_038467,2018-08-24T00:00:00Z,Tomato bright yellow mosaic virus,2619,complete
NC_038468,2018-08-24T00:00:00Z,Tomato bright yellow mottle virus,2639,complete
NC_038469,2018-08-24T00:00:00Z,Tomato interveinal chlorosis virus,2617,complete
NC_038470,2018-08-24T00:00:00Z,Tomato leaf curl New Delhi virus 2,2735,complete
NC_038471,2018-08-24T00:00:00Z,Tomato leaf curl New Delhi virus 4,2739,complete
NC_038472,2018-08-24T00:00:00Z,Tomato leaf curl Rajasthan virus,2758,complete
NC_038473,2018-08-24T00:00:00Z,Tomato leaf curl Uganda virus,2747,complete
NC_038474,2018-08-24T00:00:00Z,Tomato leaf distortion virus,2645,complete
NC_038475,2018-08-24T00:00:00Z,Vigna yellow mosaic virus,2602,complete
NC_038476,2018-08-24T00:00:00Z,West African Asystasia virus 2,2744,complete
NC_038477,2018-08-24T00:00:00Z,Plantago lanceolata latent virus,2832,complete
NC_038478,2018-08-24T00:00:00Z,Chickpea yellows virus,2557,complete
NC_038479,2018-08-24T00:00:00Z,Hypericum associated gemycircularvirus 1,2200,complete
NC_038480,2018-08-24T00:00:00Z,Miniopterus associated gemycircularvirus 1,2193,complete
NC_038481,2018-08-24T00:00:00Z,Mosquito associated gemycircularvirus 1,2238,complete
NC_038482,2018-08-24T00:00:00Z,Odonata associated gemycircularvirus 1,2145,complete
NC_038483,2018-08-24T00:00:00Z,Odonata associated gemycircularvirus 2,2190,complete
NC_038484,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 1,2191,complete
NC_038485,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 2,2250,complete
NC_038486,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 3,2172,complete
NC_038487,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 4,2250,complete
NC_038488,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 5,2205,complete
NC_038489,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 6,2230,complete
NC_038490,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 7,2155,complete
NC_038491,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 8,2185,complete
NC_038492,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 9,2140,complete
NC_038493,2018-08-24T00:00:00Z,Pteropus associated gemycircularvirus 10,2209,complete
NC_038494,2018-08-24T00:00:00Z,Sewage derived gemycircularvirus 4,2237,complete
NC_038495,2018-08-24T00:00:00Z,Pteropus associated gemygorvirus 1,2233,complete
NC_038496,2018-08-24T00:00:00Z,Human associated gemykibivirus 3,2109,complete
NC_038497,2018-08-24T00:00:00Z,Human associated gemykibivirus 4,2202,complete
NC_038498,2018-08-24T00:00:00Z,Pteropus associated gemykibivirus 1,2310,complete
NC_038499,2018-08-24T00:00:00Z,Rhinolophus associated gemykibivirus 1,2153,complete
NC_038500,2018-08-24T00:00:00Z,Rhinolophus associated gemykibivirus 2,1998,complete
NC_038501,2018-08-24T00:00:00Z,Pteropus associated gemykolovirus 1,2220,complete
NC_038502,2018-08-24T00:00:00Z,Pteropus associated gemykolovirus 2,2217,complete
NC_038503,2018-08-24T00:00:00Z,Pomona bat hepatitis B virus,3278,complete
NC_038504,2018-08-24T00:00:00Z,Orthohepevirus C,6965,complete
NC_038505,2018-08-24T00:00:00Z,Laguna Negra orthohantavirus,1904,complete
NC_038506,2018-08-24T00:00:00Z,Laguna Negra orthohantavirus,3698,complete
NC_038507,2018-08-24T00:00:00Z,Frog virus 3,103531,complete
NC_038508,2018-08-24T00:00:00Z,Santee-Cooper ranavirus,1392,complete
NC_038509,2018-08-24T00:00:00Z,Groundnut rosette assistor virus,600,complete
NC_038510,2018-08-24T00:00:00Z,Sweet potato leaf speckling virus,612,complete
NC_038511,2018-08-24T00:00:00Z,Tunisvirus,380011,complete
NC_038512,2018-08-24T00:00:00Z,Trichoplusia ni TED virus,7510,complete
NC_038513,2018-08-24T00:00:00Z,Laibin mobatvirus,3908,complete
NC_038514,2018-08-24T00:00:00Z,Laibin mobatvirus,1935,complete
NC_038515,2018-08-24T00:00:00Z,Laibin mobatvirus,6531,complete
NC_038516,2018-08-24T00:00:00Z,Dyokappapapillomavirus 1,7344,complete
NC_038517,2018-08-24T00:00:00Z,Dyoomegapapillomavirus 1,7574,complete
NC_038518,2018-08-24T00:00:00Z,Dyopsipapillomavirus 1,7668,complete
NC_038519,2018-08-24T00:00:00Z,Dyotaupapillomavirus 1,7531,complete
NC_038520,2018-08-24T00:00:00Z,Dyothetapapillomavirus 1,7899,complete
NC_038521,2018-08-24T00:00:00Z,Dyoupsilonpapillomavirus 1,7891,complete
NC_038522,2018-08-24T00:00:00Z,Gammapapillomavirus 19,7238,complete
NC_038523,2018-08-24T00:00:00Z,Gammapapillomavirus 22,7203,complete
NC_038524,2018-08-24T00:00:00Z,Gammapapillomavirus 23,7226,complete
NC_038525,2018-08-24T00:00:00Z,Mupapillomavirus 3,7227,complete
NC_038526,2018-08-24T00:00:00Z,Rhopapillomavirus 2,7622,complete
NC_038527,2018-08-24T00:00:00Z,Treisdeltapapillomavirus 1,8249,complete
NC_038528,2018-08-24T00:00:00Z,Luxi orthohantavirus,3663,complete
NC_038529,2018-08-24T00:00:00Z,Luxi orthohantavirus,6538,complete
NC_038530,2018-08-24T00:00:00Z,Luxi orthohantavirus,2107,complete
NC_038531,2018-08-24T00:00:00Z,Treisetapapillomavirus 1,7519,complete
NC_038532,2018-08-24T00:00:00Z,Asteroid aquambidensovirus 1,5050,complete
NC_038533,2018-08-24T00:00:00Z,Carnivore amdoparvovirus 2,4441,complete
NC_038534,2018-08-24T00:00:00Z,Galliform aveparvovirus 1,4615,complete
NC_038535,2018-08-24T00:00:00Z,Pinniped bocaparvovirus 1,5263,complete
NC_038536,2018-08-24T00:00:00Z,Pinniped bocaparvovirus 2,5439,complete
NC_038537,2018-08-24T00:00:00Z,Ungulate bocaparvovirus 3,4786,complete
NC_038538,2018-08-24T00:00:00Z,Ungulate bocaparvovirus 4,5267,complete
NC_038539,2018-08-24T00:00:00Z,Pinniped dependoparvovirus 1,4395,complete
NC_038540,2018-08-24T00:00:00Z,Primate erythroparvovirus 2,4986,complete
NC_038541,2018-08-24T00:00:00Z,Primate erythroparvovirus 3,5342,complete
NC_038542,2018-08-24T00:00:00Z,Primate erythroparvovirus 4,5049,complete
NC_038543,2018-08-24T00:00:00Z,Rodent erythroparvovirus 1,5205,complete
NC_038544,2018-08-24T00:00:00Z,Primate protoparvovirus 1,4822,complete
NC_038545,2018-08-24T00:00:00Z,Rodent protoparvovirus 2,4936,complete
NC_038546,2018-08-24T00:00:00Z,Ungulate tetraparvovirus 2,5114,complete
NC_038547,2018-08-24T00:00:00Z,Ungulate tetraparvovirus 4,5249,complete
NC_038550,2018-08-24T00:00:00Z,Paramecium bursaria Chlorella virus IL3A,426,complete
NC_038553,2018-08-24T00:00:00Z,Heterosigma akashiwo virus 01,274793,complete
NC_038554,2018-08-24T00:00:00Z,Acerodon celebensis polyomavirus 1,5040,complete
NC_038555,2018-08-24T00:00:00Z,Artibeus planirostris polyomavirus 2,5019,complete
NC_038556,2018-08-24T00:00:00Z,Artibeus planirostris polyomavirus 3,5187,complete
NC_038557,2018-08-24T00:00:00Z,Sturnira lilium polyomavirus 1,5058,complete
NC_038558,2018-08-24T00:00:00Z,Artibeus planirostris polyomavirus 1,5371,complete
NC_038559,2018-08-24T00:00:00Z,Saimiri sciureus polyomavirus 1,5067,complete
NC_038560,2018-08-24T00:00:00Z,Broad-leafed dock virus A,8174,complete
NC_038561,2018-08-24T00:00:00Z,Yam chlorotic mosaic virus,8208,complete
NC_038562,2018-08-24T00:00:00Z,Gloriosa stripe mosaic virus,9455,complete
NC_038563,2018-08-24T00:00:00Z,Sweet potato mild speckling virus,1103,complete
NC_038564,2018-08-24T00:00:00Z,Corriparta virus,2952,complete
NC_038565,2018-08-24T00:00:00Z,Corriparta virus,2032,complete
NC_038566,2018-08-24T00:00:00Z,Corriparta virus,1936,complete
NC_038567,2018-08-24T00:00:00Z,Corriparta virus,1128,complete
NC_038568,2018-08-24T00:00:00Z,Corriparta virus,3925,complete
NC_038569,2018-08-24T00:00:00Z,Corriparta virus,790,complete
NC_038570,2018-08-24T00:00:00Z,Corriparta virus,2284,complete
NC_038571,2018-08-24T00:00:00Z,Corriparta virus,1683,complete
NC_038572,2018-08-24T00:00:00Z,Corriparta virus,1187,complete
NC_038573,2018-08-24T00:00:00Z,Corriparta virus,1176,complete
NC_038574,2018-08-24T00:00:00Z,Equine encephalosis virus,3963,complete
NC_038575,2018-08-24T00:00:00Z,Equine encephalosis virus,2775,complete
NC_038576,2018-08-24T00:00:00Z,Equine encephalosis virus,1749,complete
NC_038577,2018-08-24T00:00:00Z,Equine encephalosis virus,1607,complete
NC_038578,2018-08-24T00:00:00Z,Equine encephalosis virus,1175,complete
NC_038579,2018-08-24T00:00:00Z,Equine encephalosis virus,1080,complete
NC_038580,2018-08-24T00:00:00Z,Equine encephalosis virus,759,complete
NC_038581,2018-08-24T00:00:00Z,Equine encephalosis virus,1986,complete
NC_038582,2018-08-24T00:00:00Z,Equine encephalosis virus,3178,complete
NC_038583,2018-08-24T00:00:00Z,Equine encephalosis virus,1181,complete
